Epoch,Train Loss,Train Unlabel Loss,Train Consistency Loss,Validation Loss
1,0.3279553210543048,0.10693280616631874,0.004005710834350723,0.45078524781597984
2,0.2573543212106151,0.09169963414852436,0.004709961229505447,0.43505558868249256
3,0.24566257547947667,0.08758534872188017,0.005706187778224165,0.45669493575890857
4,0.24259895047833843,0.07703332098630758,0.005542865184207375,0.39218998617596096
5,0.2300082891218124,0.0746147713982142,0.005640624502960306,0.3958989696370231
6,0.22834087091107522,0.0725127334205004,0.005854250487083426,0.38124222887886894
7,0.22387142825511194,0.0717040288906831,0.005410138248967437,0.38697416583697003
8,0.2209908587317313,0.06664519504858897,0.005929880678796997,0.404485038585133
9,0.22002025563870706,0.06736306634086829,0.0061183263690998925,0.3924095829327901
10,0.21677347700442037,0.058782556337805894,0.005721809066688785,0.35683251172304153
11,0.21203928080297285,0.057185882014723924,0.006151413982017682,0.3320436030626297
12,0.21098591723749716,0.0555956757412507,0.006534025416924404,0.35449739876720643
13,0.21067573639654344,0.056971180782868315,0.006570552812459377,0.34760915570788914
14,0.20870245195204212,0.05254420563578606,0.006421644158231524,0.3462141652901967
15,0.20607939775912992,0.05533344682592612,0.006531706595650086,0.36584850152333576
16,0.20536488659920232,0.053474549146798944,0.006374277744012383,0.3490346885389752
17,0.2052935342634878,0.05183231793344021,0.006130393855990126,0.36119309978352654
18,0.205449648826353,0.04720346827346545,0.006239336324282563,0.33818206439415616
